date,open,high,low,close,adjusted_close,volume,active_through
2020-02-25,120.00,121.00,119.00,120.00,120.00,500000,
2020-02-26,120.00,121.00,119.00,120.00,120.00,500000,
2020-02-27,120.00,121.00,119.00,120.00,120.00,500000,
2020-02-28,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-02,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-03,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-04,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-05,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-06,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-09,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-10,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-11,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-12,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-13,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-16,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-17,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-18,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-19,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-20,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-23,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-24,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-25,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-26,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-27,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-30,120.00,121.00,119.00,120.00,120.00,500000,
2020-03-31,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-01,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-02,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-03,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-06,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-07,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-08,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-09,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-10,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-13,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-14,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-15,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-16,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-17,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-20,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-21,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-22,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-23,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-24,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-27,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-28,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-29,120.00,121.00,119.00,120.00,120.00,500000,
2020-04-30,120.00,121.00,119.00,120.00,120.00,500000,
2020-05-01,120.00,121.00,119.00,120.00,120.00,500000,
2020-05-04,120.00,121.00,119.00,120.00,120.00,500000,
2020-05-05,120.00,121.00,119.00,120.00,120.00,500000,
2020-05-06,120.00,121.00,119.00,120.00,120.00,500000,
2020-05-07,120.00,121.00,119.00,120.00,120.00,500000,
2020-05-08,120.00,121.00,119.00,120.00,120.00,500000,
2020-05-11,120.00,121.00,119.00,120.00,120.00,500000,
2020-05-12,120.00,121.00,119.00,120.00,120.00,500000,
2020-05-13,120.00,121.00,119.00,120.00,120.00,500000,
2020-05-14,120.00,121.00,119.00,120.00,120.00,500000,
2020-05-15,120.00,121.00,119.00,120.00,120.00,500000,
2020-05-18,120.00,121.00,119.00,120.00,120.00,500000,
2020-05-19,120.00,121.00,119.00,120.00,120.00,500000,
2020-05-20,120.00,121.00,119.00,120.00,120.00,500000,
