date,open,high,low,close,adjusted_close,volume,active_through
2020-04-16,60.00,60.50,59.50,60.00,60.00,300000,
2020-04-17,60.00,60.50,59.50,60.00,60.00,300000,
2020-04-20,60.00,60.50,59.50,60.00,60.00,300000,
2020-04-21,60.00,60.50,59.50,60.00,60.00,300000,
2020-04-22,60.00,60.50,59.50,60.00,60.00,300000,
2020-04-23,60.00,60.50,59.50,60.00,60.00,300000,
2020-04-24,60.00,60.50,59.50,60.00,60.00,300000,
2020-04-27,60.00,60.50,59.50,60.00,60.00,300000,
2020-04-28,60.00,60.50,59.50,60.00,60.00,300000,
2020-04-29,60.00,60.50,59.50,60.00,60.00,300000,
2020-04-30,60.00,60.50,59.50,60.00,60.00,300000,
2020-05-01,60.00,60.50,59.50,60.00,60.00,300000,
2020-05-04,60.00,60.50,59.50,60.00,60.00,300000,
2020-05-05,60.00,60.50,59.50,60.00,60.00,300000,
2020-05-06,60.00,60.50,59.50,60.00,60.00,300000,
2020-05-07,60.00,60.50,59.50,60.00,60.00,300000,
2020-05-08,60.00,60.50,59.50,60.00,60.00,300000,
2020-05-11,60.00,60.50,59.50,60.00,60.00,300000,
2020-05-12,60.00,60.50,59.50,60.00,60.00,300000,
2020-05-13,60.00,60.50,59.50,60.00,60.00,300000,
2020-05-14,60.00,60.50,59.50,60.00,60.00,300000,
2020-05-15,60.00,60.50,59.50,60.00,60.00,300000,
2020-05-18,60.00,60.50,59.50,60.00,60.00,300000,
2020-05-19,60.00,60.50,59.50,60.00,60.00,300000,
2020-05-20,60.00,60.50,59.50,60.00,60.00,300000,
