date,open,high,low,close,adjusted_close,volume,active_through
2020-04-03,26.00,26.50,25.50,26.00,26.00,800000,
2020-04-06,26.00,26.50,25.50,26.00,26.00,800000,
2020-04-07,26.00,26.50,25.50,26.00,26.00,800000,
2020-04-08,26.00,26.50,25.50,26.00,26.00,800000,
2020-04-09,26.00,26.50,25.50,26.00,26.00,800000,
2020-04-10,26.00,26.50,25.50,26.00,26.00,800000,
2020-04-13,26.00,26.50,25.50,26.00,26.00,800000,
2020-04-14,26.00,26.50,25.50,26.00,26.00,800000,
2020-04-15,26.00,26.50,25.50,26.00,26.00,800000,
2020-04-16,26.00,26.50,25.50,26.00,26.00,800000,
2020-04-17,26.00,26.50,25.50,26.00,26.00,800000,
2020-04-20,26.00,26.50,25.50,26.00,26.00,800000,
2020-04-21,26.00,26.50,25.50,26.00,26.00,800000,
2020-04-22,26.00,26.50,25.50,26.00,26.00,800000,
2020-04-23,26.00,26.50,25.50,26.00,26.00,800000,
2020-04-24,26.00,26.50,25.50,26.00,26.00,800000,
2020-04-27,26.00,26.50,25.50,26.00,26.00,800000,
2020-04-28,26.00,26.50,25.50,26.00,26.00,800000,
2020-04-29,26.00,26.50,25.50,26.00,26.00,800000,
2020-04-30,26.00,26.50,25.50,26.00,26.00,800000,
2020-05-01,26.00,26.50,25.50,26.00,26.00,800000,
2020-05-04,26.00,26.50,25.50,26.00,26.00,800000,
2020-05-05,26.00,26.50,25.50,26.00,26.00,800000,
2020-05-06,26.00,26.50,25.50,26.00,26.00,800000,
2020-05-07,26.00,26.50,25.50,26.00,26.00,800000,
2020-05-08,26.00,26.50,25.50,26.00,26.00,800000,
2020-05-11,26.00,26.50,25.50,26.00,26.00,800000,
2020-05-12,26.00,26.50,25.50,26.00,26.00,800000,
2020-05-13,26.00,26.50,25.50,26.00,26.00,800000,
2020-05-14,26.00,26.50,25.50,26.00,26.00,800000,
2020-05-15,26.00,26.50,25.50,26.00,26.00,800000,
2020-05-18,26.00,26.50,25.50,26.00,26.00,800000,
2020-05-19,26.00,26.50,25.50,26.00,26.00,800000,
2020-05-20,26.00,26.50,25.50,26.00,26.00,800000,
