date,open,high,low,close,adjusted_close,volume,active_through
2020-03-12,0.30,0.31,0.29,0.30,0.30,200000,
2020-03-13,0.30,0.31,0.29,0.30,0.30,200000,
2020-03-16,0.30,0.31,0.29,0.30,0.30,200000,
2020-03-17,0.30,0.31,0.29,0.30,0.30,200000,
2020-03-18,0.30,0.31,0.29,0.30,0.30,200000,
2020-03-19,0.30,0.31,0.29,0.30,0.30,200000,
2020-03-20,0.30,0.31,0.29,0.30,0.30,200000,
2020-03-23,0.30,0.31,0.29,0.30,0.30,200000,
2020-03-24,0.30,0.31,0.29,0.30,0.30,200000,
2020-03-25,0.30,0.31,0.29,0.30,0.30,200000,
2020-03-26,0.30,0.31,0.29,0.30,0.30,200000,
2020-03-27,0.30,0.31,0.29,0.30,0.30,200000,
2020-03-30,0.30,0.31,0.29,0.30,0.30,200000,
2020-03-31,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-01,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-02,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-03,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-06,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-07,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-08,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-09,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-10,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-13,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-14,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-15,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-16,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-17,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-20,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-21,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-22,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-23,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-24,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-27,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-28,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-29,0.30,0.31,0.29,0.30,0.30,200000,
2020-04-30,0.30,0.31,0.29,0.30,0.30,200000,
2020-05-01,0.30,0.31,0.29,0.30,0.30,200000,
2020-05-04,0.30,0.31,0.29,0.30,0.30,200000,
2020-05-05,0.30,0.31,0.29,0.30,0.30,200000,
2020-05-06,0.30,0.31,0.29,0.30,0.30,200000,
2020-05-07,0.30,0.31,0.29,0.30,0.30,200000,
2020-05-08,0.30,0.31,0.29,0.30,0.30,200000,
2020-05-11,0.30,0.31,0.29,0.30,0.30,200000,
2020-05-12,0.30,0.31,0.29,0.30,0.30,200000,
2020-05-13,0.30,0.31,0.29,0.30,0.30,200000,
2020-05-14,0.30,0.31,0.29,0.30,0.30,200000,
2020-05-15,0.30,0.31,0.29,0.30,0.30,200000,
2020-05-18,0.30,0.31,0.29,0.30,0.30,200000,
2020-05-19,0.30,0.31,0.29,0.30,0.30,200000,
2020-05-20,0.30,0.31,0.29,0.30,0.30,200000,
