date,open,high,low,close,adjusted_close,volume,active_through
2020-02-24,80.00,80.50,79.50,80.00,80.00,400000,
2020-02-25,80.00,80.50,79.50,80.00,80.00,400000,
2020-02-26,80.00,80.50,79.50,80.00,80.00,400000,
2020-02-27,80.00,80.50,79.50,80.00,80.00,400000,
2020-02-28,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-02,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-03,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-04,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-05,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-06,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-09,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-10,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-11,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-12,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-13,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-16,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-17,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-18,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-19,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-20,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-23,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-24,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-25,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-26,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-27,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-30,80.00,80.50,79.50,80.00,80.00,400000,
2020-03-31,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-01,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-02,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-03,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-06,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-07,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-08,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-09,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-10,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-13,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-14,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-15,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-16,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-17,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-20,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-21,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-22,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-23,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-24,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-27,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-28,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-29,80.00,80.50,79.50,80.00,80.00,400000,
2020-04-30,80.00,80.50,79.50,80.00,80.00,400000,
2020-05-01,80.00,80.50,79.50,80.00,80.00,400000,
2020-05-04,80.00,80.50,79.50,80.00,80.00,400000,
2020-05-05,80.00,80.50,79.50,80.00,80.00,400000,
2020-05-06,80.00,80.50,79.50,80.00,80.00,400000,
2020-05-07,80.00,80.50,79.50,80.00,80.00,400000,
2020-05-08,80.00,80.50,79.50,80.00,80.00,400000,
2020-05-11,80.00,80.50,79.50,80.00,80.00,400000,
2020-05-12,80.00,80.50,79.50,80.00,80.00,400000,
2020-05-13,80.00,80.50,79.50,80.00,80.00,400000,
2020-05-14,80.00,80.50,79.50,80.00,80.00,400000,
2020-05-15,80.00,80.50,79.50,80.00,80.00,400000,
2020-05-18,80.00,80.50,79.50,80.00,80.00,400000,
2020-05-19,80.00,80.50,79.50,80.00,80.00,400000,
2020-05-20,80.00,80.50,79.50,80.00,80.00,400000,
